site	id	path	title
content	10969	/meaning-benefits-and-how-to-wear-a-2-mukhi-rudraksha/	Meaning, Benefits, and How to Wear a 2 Mukhi Rudraksha
content	10984	/the-emerald-gemstone-panna-switzerlands-green-portal-to-wisdom-calm-and-expression/	The Emerald Gemstone (Panna) Switzerland’s Green Portal to Wisdom, Calm, and Expression
content	10991	/authenticity-well-being-and-lunar-charm-of-pearl-gemstone-in-switzerland/	Authenticity, Well-being, and Lunar Charm of Pearl Gemstone in Switzerland
content	10994	/astrological-catseye-gemstone-in-switzerland/	Astrological Catseye Gemstone in Switzerland
content	11002	/solar-brilliance-swiss-ruby-gemstones-certification-and-well-being/	Solar Brilliance, Swiss Ruby gemstones Certification, and Well-being
content	11009	/opal-gemstone-in-switzerland-a-gemstone-of-love-light-and-creative-energy/	Opal Gemstone in Switzerland A Gemstone of Love, Light, and Creative Energy
content	11022	/hessonite-gemstone-switzerlands-astrological-treasure/	Hessonite Gemstone Switzerland's Astrological Treasure
content	11031	/astrological-yellow-sapphire-gemstone-in-switzerland/	Astrological Yellow Sapphire Gemstone in Switzerland
content	11101	/rudraksha-an-astrological-and-healing-bead-in-switzerland/	Rudraksha An Astrological and Healing Bead in Switzerland
content	11119	/ruby-gemstone-for-australian-gemstone-lovers/	Ruby Gemstone for Australian Gemstone Lovers
content	11127	/gemstone-recommendation-old-form/	Gemstone Recommendation old form
content	11138	/blue-sapphire-gemstone-a-complete-guide-for-people-in-australia/	Blue Sapphire Gemstone, A complete guide for people in Australia
content	11144	/emerald-gemstone-guide-for-beginners-in-australia/	Emerald Gemstone Guide for Beginners in Australia
content	11149	/unveiling-mystical-energy-signification-of-the-hessonite-gemstone-in-dubai/	Unveiling Mystical Energy Signification of the Hessonite Gemstone in Dubai
content	11153	/the-gemstone-of-ketu-protection-intuition-spiritual-power-in-dubai/	The Gemstone of Ketu Protection, Intuition & Spiritual Power in Dubai
content	11228	/white-sapphire-gemstone-guide-for-beginners-in-australia/	White Sapphire Gemstone Guide for Beginners in Australia
content	11290	/hessonite-gemstone-complete-and-simple-guide-for-people-in-australia/	Hessonite Gemstone Complete and Simple Guide for People in Australia
content	11295	/yellow-sapphire-gemstone-guide-in-australia/	Yellow Sapphire Gemstone Guide in Australia
content	11298	/catseye-gemstone-complete-guide-for-people-in-australia/	Catseye Gemstone Complete Guide for People in Australia
content	11309	/pearl-gemstone-complete-guide-for-people-in-australia/	Pearl Gemstone Complete Guide for People in Australia
content	11334	/durga-homam/	🔥Durga Homam🔥
content	11386	/opal-gemstone-complete-guide-for-people-in-australia/	Opal Gemstone Complete Guide for People in Australia
content	11392	/rudraksha-complete-guide-for-people-in-australia/	Rudraksha Complete Guide for People in Australia
content	11400	/red-coral-gemstone-in-the-philippines/	Red Coral Gemstone in the Philippines
content	11406	/astrological-blue-sapphire-gemstone-in-philippines/	Astrological Blue Sapphire Gemstone in Philippines
content	11410	/astrological-emerald-gemstone-in-philippines/	Astrological Emerald Gemstone in Philippines
content	11415	/white-sapphire-gemstone-benefits-astrology-healing-and-complete-buying-guide-in-philippines/	White Sapphire Gemstone Benefits, Astrology, Healing, and Complete Buying Guide in Philippines
content	11419	/astrological-hessonite-gemstone-in-philippines-benefits-healing-and-buying-guide/	Astrological Hessonite Gemstone in Philippines, Benefits, Healing, and Buying Guide
content	11423	/yellow-sapphire-gemstone-in-the-philippines/	Yellow Sapphire Gemstone in the Philippines
content	11434	/astrological-pearls-gemstone-in-the-philippines/	Astrological Pearls Gemstone in the Philippines
content	11438	/astrological-ruby-gemstone-in-philippines/	Astrological Ruby Gemstone in Philippines
content	11441	/astrological-opal-gemstone-in-philippines/	Astrological Opal Gemstone in Philippines
content	12	/energized-gems/	Energized Gems
content	14	/know-your-vedic-gems/	Book Consultation
content	17	/buy-online-emerald-gemstone/	Buy Online Emerald Gemstone
content	1820	/blogs/	Blogs
content	19	/buy-online-yellow-sapphire-gemstone/	Buy online Yellow Sapphire Gemstone
content	21	/buy-online-blue-sapphire-gemstone/	Blue Sapphire Gemstone Qualities Available in the market
content	23	/buy-online-ruby-gemstone/	Buy Online Ruby Gemstone
content	2308	/thankyou-for-enquirys/	Thank You for Enquiry
content	2460	/thank-you-for-gems-recommendation/	thank you for gems recommendation
content	25	/diamond/	DIAMOND
content	27	/buy-online-catseye-gemstone/	BUY ONLINE CATSEYE GEMSTONE
content	2785	/hessonite-qualites/	Hessonite/Gomed Gemstone Qualites
content	29	/buy-online-rudraksha/	Buy Online Rudraksha
content	3003	/pvg-rewards-points/	PVG REWARDS POINTS
content	3140	/how-to-measure-your-finger-for-ring/	How to Measure Your Finger For Ring
content	33	/pendents/	ASTRO PENDENT DESIGNS
content	3477	/hessonite-qualities/	Hessonite Qualities
content	3494	/ruby-qualities/	Ruby Qualities
content	35	/rudraksha-designs/	RUDRAKSHA DESIGNS
content	3532	/vedic-yagyas-service/	Vedic Pooja/Yagya Services
content	3556	/vedic-surya-shanti-yagya/	Vedic Surya Shanti Yagya
content	3570	/rahu-shanti-yagya/	Rahu Shanti Yagya
content	3577	/chandra-shanti-yagya/	Chandra Shanti Yagya
content	3582	/budh-shanti-yagya/	Budh Shanti Yagya
content	3588	/surya-shanti-yagya/	Surya Shanti Yagya
content	3592	/ketu-shanti-yagya/	Ketu Shanti Yagya
content	3596	/mangal-shanti-yagya/	Mangal Shanti Yagya
content	3631	/shani-shanti-yagya/	Shani Shanti Yagya
content	364	/rings-design/	ASTRO RINGS DESIGN
content	3643	/vedic-guru-shanti-yagya/	Vedic Guru Shanti Yagya
content	3660	/surya-shanti-yagya-payment-page/	Surya Shanti Yagya Payment Page
content	3668	/chandra-shanti-yagya-2/	Chandra Shanti Yagya payment page
content	3672	/mangal-shanti-yagya-2/	Mangal Shanti Yagya Payment page
content	3675	/budha-shanti-yagya-payment-page/	Budha Shanti Yagya Payment Page
content	3678	/guru-shanti-yagya-payment-page/	Guru Shanti Yagya Payment Page
content	3680	/shukra-shanti-yagya/	Shukra Shanti Yagya Payment page
content	3684	/shani-shanti-yagya-2/	Shani Shanti Yagya Payment Page
content	3687	/rahu-shanti-yagya-payment-page/	Rahu Shanti Yagya Payment page
content	3690	/ketu-shanti-yagya-2/	Ketu Shanti Yagya
content	3769	/contact-us/	contact us
content	381	/certificate-banner/	Certificate Banner
content	3821	/durga-saptashati-yagya/	Durga Saptashati Yagya
content	3824	/durga-saptashati-yagya-payments-page/	Durga Saptashati Yagya Payments Page
content	3854	/white-sapphire-gemstone-qualities/	White Sapphire Qualities
content	39	/gems-care/	Care of Gemstones
content	3946	/durga-saptshati-path-bhaint-prasad-offering-maa-vaishno-devi-darbar/	Durga Saptshati path with bhaint and Prasad offering at Maa Vaishno Devi Darbar
content	3959	/group-navratri-puja-21st-september-29th-september/	Group Navratri puja (21st September to 29th September)
content	3967	/durga-saptshati-path-bhaint-prasad-offering-maa-kamakhya-temple/	Durga Saptshati path with bhaint and Prasad offering at Maa Kamakhya Temple
content	3996	/durga-saptshati-path-bhaint-prasad-offering-maa-kamakhya-temple-payment/	Durga Saptshati path with bhaint and Prasad offering at Maa Kamakhya Temple payment
content	4	/about-us/	About Us
content	4005	/durga-saptshati-path-bhaint-prasad-offering-maa-vaishno-devi-darbar-payment/	Durga Saptshati path with bhaint and Prasad offering at Maa Vaishno Devi Darbar Payment
content	4070	/red-coral-qualities/	Red Coral Qualities
content	41	/emerald-gemstone/	Emerald Qualities
content	4165	/opal-qualities/	Opal Qualities
content	4215	/rudraksha-qualities/	Rudraksha Qualities
content	43	/catseye-gemstone/	Catseye Qualities
content	45	/yellow-sapphire/	Yellow Sapphire Qualities
content	47	/blue-sapphire/	Blue Sapphire Qualities
content	49	/testimonials/	Testimonials
content	4923	/health-benefits-of-yoga/	Health Benefits of Yoga
content	496	/welcome-to-pure-vedic-gems/	WELCOME TO PURE VEDIC GEMS
content	51	/terms-and-conditions/	Terms and Conditions
content	5110	/ketu-shanti-yagya-beej-mantra/	Ketu Shanti Yagya ( Beej Mantra)
content	5124	/vedic-rudrabhishek/	Vedic Rudrabhishek
content	5127	/vedic-rudrabhishek-paymentpage/	Vedic Rudrabhishek paymentpage
content	53	/returns-policy/	Return & Refund Policy
content	55	/shipping-policy/	Shipping Policy
content	57	/lab-certificate/	Certificates
content	59	/feedback/	Feedback
content	5982	/gems-recommendations/	Online Gemstone Recommendations
content	6	/about-vedic-astrology/	About Vedic Astrology
content	61	/privacy-policy/	Privacy policy
content	63	/sitemap/	Sitemap
content	6495	/livepuja/	Live puja
content	65	/thank-you/	Thank you
content	6626	/mangal-shanti-yagya-beej-mantra/	Mangal Shanti Yagya (Beej Mantra)
content	6630	/mangal-shanti-yagya-beej-mantra-payment-page/	Mangal Shanti Yagya (Beej Mantra) Payment page
content	6633	/ketu-shanti-yagya-by-beej-mantra-payment-page/	Ketu Shanti Yagya By Beej Mantra Payment page
content	6643	/mahamritunjay-yagya-pooja/	MahaMritunjay Yagya/Pooja
content	6648	/mahamrityunjay-yagya-pooja-payment-page/	MahaMrityunjay Yagya/Pooja Payment page
content	6656	/rahu-shanti-yagya-beej-mantra/	Rahu Shanti Yagya beej mantra
content	6662	/rahu-shanti-yagya-beej-mantra-payment-page/	Rahu Shanti Yagya (Beej Mantra) Payment page
content	6716	/best-astrologer/	BEST ASTROLOGER
content	6882	/surya-shanti-yagya-by-beej-mantra/	Surya Shanti Yagya by Beej Mantra
content	6887	/surya-shanti-yagya-by-beej-mantra-payment-page/	Surya Shanti Yagya by Beej Mantra Payment Page
content	6890	/chandra-shanti-yagya-with-beej-mantra/	Chandra Shanti Yagya with Beej Mantra
content	6893	/chandra-shanti-yagya-by-beej-mantra-payment-page/	Chandra Shanti Yagya by Beej Mantra payment page
content	6900	/guru-shanti-yagya-by-beej-mantra/	Guru Shanti Yagya by Beej Mantra
content	6903	/guru-shanti-yagya-by-beej-mantra-payment-page/	Guru Shanti Yagya by beej mantra payment page
content	6907	/shani-shanti-yagya-by-beej-mantra/	Shani Shanti Yagya by Beej Mantra
content	6909	/shani-shanti-yagya-by-beej-mantra-payment-page/	Shani Shanti Yagya by Beej mantra Payment page
content	6912	/budh-shanti-yagya-by-beej-mantra/	Budh Shanti Yagya by Beej Mantra
content	6916	/budha-shanti-yagya-by-beej-mantra-payment-page/	Budha Shanti Yagya by Beej Mantra Payment Page
content	6922	/shukra-shanti-yagya-by-beej-mantra/	Shukra Shanti Yagya by Beej Mantra
content	6924	/shukra-shanti-yagya-by-beej-mantra-payment-page/	Shukra Shanti Yagya by Beej Mantra Payment page
content	7035	/mahamritunjay-yagya-pooja11000-jaap/	MahaMritunjay Yagya/Pooja(11000 Jaap)
content	7039	/mahamritunjay-yagya-pooja-31000-jaap/	MahaMritunjay Yagya/Pooja (31000 Jaap)
content	7041	/mahamritunjay-yagya-pooja-51000-jaap/	MahaMritunjay Yagya/Pooja (51000 Jaap)
content	7050	/mahamrityunjay-yagya-pooja-payment-page-11000-jaap/	MahaMrityunjay Yagya/Pooja Payment page (11000 Jaap)
content	7052	/mahamrityunjay-yagya-pooja-payment-page-31000-jaap/	MahaMrityunjay Yagya/Pooja Payment page (31000 Jaap)
content	7055	/mahamrityunjay-yagya-pooja-payment-page-51000-jaap/	MahaMrityunjay Yagya/Pooja Payment page (51000 Jaap)
content	7085	/durgasapshati-sankalpa-path-and-yagya/	Durgasapshati Sankalpa, Path and Yagya
content	7295	/live-horoscope-analysis/	Live Horoscope Analysis
content	7911	/new-home/	New Home
content	7917	/homenew/	HomeNew
content	7955	/video/	Video
content	8	/nine-vedic-gems/	Nine Vedic Gems As Per Vedic Astrology
content	8037	/videos-testimonials/	Video's Testimonials
content	8144	/shukra-shanti-yagya-2/	Shukra Shanti Yagya
content	8157	/events-and-seminars/	Events and Seminars
content	8590	/seventeen-mukhi-rudraksha/	Seventeen Mukhi Rudraksha
content	8669	/eighteen-18-mukhi-rudraksha/	EIGHTEEN (18) MUKHI RUDRAKSHA
content	8694	/sixteen-mukhi-rudraksha/	SIXTEEN MUKHI RUDRAKSHA
content	8724	/fifteen-15-mukhi-rudraksha/	FIFTEEN (15) MUKHI RUDRAKSHA
content	9065	/nineteen-19-mukhi-rudraksha/	NINETEEN (19) MUKHI RUDRAKSHA
content	9070	/twenty-20-mukhi-rudraksha/	TWENTY (20) MUKHI RUDRAKSHA
content	9078	/twenty-one-mukhi-rudraksha/	Twenty one Mukhi Rudraksha
content	9165	/online-rudraksha-recommendation/	Online Rudraksha Recommendation
content	9237	/one-1mukhi-rudraksha/	One (1)Mukhi Rudraksha
content	9244	/two-2-mukhi-rudraksha/	Two (2) Mukhi Rudraksha
content	9607	/navratre-special-sankalpa/	Navratre Special Sankalpa
content	9755	/telecaller-telesales-executive-pure-vedic-gems-pvt-ltd/	Telecaller/Telesales Executive - Pure Vedic Gems Pvt. Ltd.
content	9898	/blue-sapphire-gemstone-in-usa/	Blue Sapphire Gemstone in USA
content	9917	/unveiling-the-mystical-connection-between-gemstones-rudrakshas-and-the-nine-forms-of-goddess-durga/	Unveiling the Mystical Connection Between Gemstones, Rudrakshas, and the Nine Forms of Goddess Durga
content	9970	/harness-the-celestial-power-of-catseye-gemstone-in-the-usa/	Harness the Celestial Power of Catseye Gemstone in the USA
content	9989	/harness-the-celestial-power-of-yellow-sapphire-gemstone-in-the-usa/	Harness the Celestial Power of Yellow Sapphire Gemstone in the USA
woo	13159	/rudrakshas/	Rudraksha
woo	13920	/gems-recommendations/	Gems-Recommendations
woo	15	/wishlist/	Wishlist
woo	16	/home/	Home
woo	16153	/thank-you-for-enquiry/	Thank You for Enquiry
woo	20	/about-us/	ABOUT US
woo	21280	/return-refund-policy/	Return & Refund Policy
woo	22	/about-vedic-astrology/	ABOUT VEDIC ASTROLOGY
woo	24	/nine-vedic-gems/	NINE VEDIC GEMS
woo	4	/shop/	Shop
woo	5	/cart/	Cart
woo	6	/checkout/	Checkout
woo	6405	/shukra-shanti-yagya/	Shukra Shanti Yagya
woo	6832	/mantra-for-confidence-and-inner-strength/	Mantra For Confidence and Inner Strength
woo	7	/my-account/	My Account
